study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA278075	SRP056260	SAMN03383945	SRS924838	SRX1013049	SRR2001473	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	9m_Station6_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	13532	6780549	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 9m_Station6_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	9m_Station6_GOM_16S_V4_Amplicon	9m_Station6_GOM_16S_V4_Amplicon _files	1239793;1770946	7d10c26f2bcea4668d6c77ac9560b584;09305fa9dc841fef0dc968615ec285bf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001473/SRR2001473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001473/SRR2001473_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001473/SRR2001473_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001473/SRR2001473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001473/SRR2001473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001473/SRR2001473_2.fastq.gz							3973101	507983d8195be13755d9b7aa53d0b68a	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001473	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/003/SRR2001473	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001473				9m_Station6_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383946	SRS924837	SRX1013050	SRR2001474	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	11m_Station6_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	4793	2402535	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 11m_Station6_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	11m_Station6_GOM_16S_V4_Amplicon	11m_Station6_GOM_16S_V4_Amplicon_files	432496;641548	a0304ef53487cc6daceafb4289181466;e8f1e9d819efe645878c9f8f8fc3d41d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001474/SRR2001474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001474/SRR2001474_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/004/SRR2001474/SRR2001474_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/004/SRR2001474/SRR2001474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001474/SRR2001474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001474/SRR2001474_2.fastq.gz							1425418	2ebfe0982bf80d0e9cadbfe9cc3c8187	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/004/SRR2001474	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/004/SRR2001474	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/004/SRR2001474				11m_Station6_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383947	SRS924836	SRX1013051	SRR2001475	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	13m_Station6_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	2517	1261774	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 13m_Station6_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	13m_Station6_GOM_16S_V4_Amplicon	13m_Station6_GOM_16S_V4_Amplicon_files	230024;328992	6768d7c66b33f41239f71a31677fd818;fa8d4f72c04640c9c00ed82e185102e6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001475/SRR2001475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001475/SRR2001475_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001475/SRR2001475_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001475/SRR2001475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001475/SRR2001475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001475/SRR2001475_2.fastq.gz							772902	ed794068e44b75298a4590d4d7e00887	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001475	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/005/SRR2001475	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001475				13m_Station6_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383948	SRS924835	SRX1013052	SRR2001476	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_Station6_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	4316	2163689	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_Station6_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_Station6_GOM_16S_V4_Amplicon	15m_Station6_GOM_16S_V4_Amplicon_files	404226;587145	cbb1aba66d9005e54936fade2182cbaa;a07993e40816b31ce14b256579f34ab3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001476/SRR2001476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001476/SRR2001476_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/006/SRR2001476/SRR2001476_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/006/SRR2001476/SRR2001476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001476/SRR2001476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001476/SRR2001476_2.fastq.gz							1291637	78e0d4d27697d0c0ba4d26944d033e02	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/006/SRR2001476	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/006/SRR2001476	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/006/SRR2001476				15m_Station6_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383949	SRS924834	SRX1013053	SRR2001477	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	2m_Station7_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	17121	8584678	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 2m_Station7_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	2m_Station7_GOM_16S_V4_Amplicon	2m_Station7_GOM_16S_V4_Amplicon _files	1522752;2229556	ae1d1f59c988e2049886dce6ba06516d;96bfddb1fb7df951d5f9727041ec5ee6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001477/SRR2001477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001477/SRR2001477_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/007/SRR2001477/SRR2001477_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/007/SRR2001477/SRR2001477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001477/SRR2001477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001477/SRR2001477_2.fastq.gz							4887559	a629cbd329327b63391092e6cbc49c6d	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/007/SRR2001477	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/007/SRR2001477	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/007/SRR2001477				2m_Station7_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383950	SRS924833	SRX1013054	SRR2001478	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	10m_Station7_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	4910	2461090	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 10m_Station7_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	10m_Station7_GOM_16S_V4_Amplicon	10m_Station7_GOM_16S_V4_Amplicon_files	443736;642807	e964f2e8abe61e20f46452d3a6f05593;052e833d47b240e76c72b45526950a5e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001478/SRR2001478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001478/SRR2001478_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/008/SRR2001478/SRR2001478_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/008/SRR2001478/SRR2001478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001478/SRR2001478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001478/SRR2001478_2.fastq.gz							1463101	580a35357511bd65e72fb7070c9c222a	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/008/SRR2001478	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/008/SRR2001478	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/008/SRR2001478				10m_Station7_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383951	SRS924832	SRX1013055	SRR2001479	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	2m_Station8_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	382462	191793849	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 2m_Station8_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	2m_Station8_GOM_16S_V4_Amplicon	2m_Station8_GOM_16S_V4_Amplicon _files	35588970;51081243	34f533647c96317765d35568a8a9a332;e2cb50f5ec4e328f8f63bf88cea02595	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001479/SRR2001479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001479/SRR2001479_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001479/SRR2001479_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001479/SRR2001479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001479/SRR2001479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001479/SRR2001479_2.fastq.gz							111165560	1886a6776d2aa22f41122be72e29c442	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001479	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/009/SRR2001479	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001479				2m_Station8_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383952	SRS924831	SRX1013056	SRR2001480	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_Station8_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	13770	6903708	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_Station8_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_Station8_GOM_16S_V4_Amplicon	15m_Station8_GOM_16S_V4_Amplicon_files	1261399;1808781	dbef2367aefbecdb9836e775e3a1ed78;804ff355e035a846fc16505f3a6b96fc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001480/SRR2001480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001480/SRR2001480_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/000/SRR2001480/SRR2001480_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/000/SRR2001480/SRR2001480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001480/SRR2001480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001480/SRR2001480_2.fastq.gz							3876449	24ba5cd753c4ecfb19dd2d7275793002	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR2001480	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/000/SRR2001480	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR2001480				15m_Station8_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383953	SRS924830	SRX1013057	SRR2001481	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_GOM_Diel_18:40_7_29_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	496103	149605744	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 7m_GOM_Diel_18:40_7_29_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_GOM_Diel_18:40_7_29_2012_16S_V4_Amplicon	7m_GOM_Diel_18:40_7_29_2012_16S_V4_Amplicon _files	29125219;39085514	9cc1156703898499204b7fff612344e9;b9feacb512ab0c13da4bbc6171af8e6a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001481/SRR2001481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001481/SRR2001481_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/001/SRR2001481/SRR2001481_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/001/SRR2001481/SRR2001481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001481/SRR2001481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001481/SRR2001481_2.fastq.gz							84054087	656a8c4bd8e2427f968fb6de6856c0bb	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/001/SRR2001481	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/001/SRR2001481	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/001/SRR2001481				7m_GOM_Diel_18:40_7_29_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383954	SRS924829	SRX1013058	SRR2001482	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_GOM_Diel_18:40_7_29_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	319227	96238597	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_GOM_Diel_18:40_7_29_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_GOM_Diel_18:40_7_29_2012_16S_V4_Amplicon	15m_GOM_Diel_18:40_7_29_2012_16S_V4_Amplicon_files	18126246;25180238	46bf4d7aa92185b9776a64fc49363258;2e05da1fbd3a0b90cc7c6de58ddae8ad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001482/SRR2001482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001482/SRR2001482_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/002/SRR2001482/SRR2001482_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/002/SRR2001482/SRR2001482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001482/SRR2001482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001482/SRR2001482_2.fastq.gz							53929870	90ac102252c60cc7b12dd32fce259ef6	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/002/SRR2001482	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/002/SRR2001482	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/002/SRR2001482				15m_GOM_Diel_18:40_7_29_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383955	SRS924828	SRX1013059	SRR2001483	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_GOM_Diel_22:10_7_29_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	352446	106319522	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 7m_GOM_Diel_22:10_7_29_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_GOM_Diel_22:10_7_29_2012_16S_V4_Amplicon	7m_GOM_Diel_22:10_7_29_2012_16S_V4_Amplicon _files	20782723;27012668	079d06f951695c1cee878b171d817904;e4fde52b590c93accd80febafc18cbed	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001483/SRR2001483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001483/SRR2001483_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001483/SRR2001483_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001483/SRR2001483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001483/SRR2001483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001483/SRR2001483_2.fastq.gz							59005501	c6fc14fa34c1290a85d1e749b4144892	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001483	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/003/SRR2001483	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001483				7m_GOM_Diel_22:10_7_29_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383956	SRS924827	SRX1013060	SRR2001484	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_GOM_Diel_22:10_7_29_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	368908	111281832	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_GOM_Diel_22:10_7_29_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_GOM_Diel_22:10_7_29_2012_16S_V4_Amplicon	15m_GOM_Diel_22:10_7_29_2012_16S_V4_Amplicon_files	22187186;29195583	bea59a3b0681811bdcbf087f705d70dc;59a343ee5c6835c8d881a4dc02030f72	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001484/SRR2001484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001484/SRR2001484_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/004/SRR2001484/SRR2001484_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/004/SRR2001484/SRR2001484_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001484/SRR2001484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001484/SRR2001484_2.fastq.gz							62128589	2307facc027ec14e0bc850ffb950cafc	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/004/SRR2001484	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/004/SRR2001484	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/004/SRR2001484				15m_GOM_Diel_22:10_7_29_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383957	SRS924826	SRX1013061	SRR2001485	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_GOM_Diel_2:05_7_30_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	240488	72467596	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 7m_GOM_Diel_2:05_7_30_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_GOM_Diel_2:05_7_30_2012_16S_V4_Amplicon	7m_GOM_Diel_2:05_7_30_2012_16S_V4_Amplicon_files	13202792;18059547	a34a27bcb32b7cfd6747be68a5cf554f;95f2e846dd8b30b44307ed249fb9b009	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001485/SRR2001485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001485/SRR2001485_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001485/SRR2001485_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001485/SRR2001485_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001485/SRR2001485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001485/SRR2001485_2.fastq.gz							38245155	7120bedfa16dde94ff864b46dcab9071	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001485	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/005/SRR2001485	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001485				7m_GOM_Diel_2:05_7_30_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383958	SRS924825	SRX1013062	SRR2001486	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_GOM_Diel_2:05_7_30_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	310129	93499548	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_GOM_Diel_2:05_7_30_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_GOM_Diel_2:05_7_30_2012_16S_V4_Amplicon	15m_GOM_Diel_2:05_7_30_2012_16S_V4_Amplicon _files	16831235;23170391	f459173da07151626269c065405f7d6a;d9e993987304b4beccc2b76a6f2e52fa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001486/SRR2001486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001486/SRR2001486_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/006/SRR2001486/SRR2001486_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/006/SRR2001486/SRR2001486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001486/SRR2001486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001486/SRR2001486_2.fastq.gz							51129865	82659eb1538c0d2d951904ccca3cfbf5	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/006/SRR2001486	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/006/SRR2001486	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/006/SRR2001486				15m_GOM_Diel_2:05_7_30_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
